0.000000000000000e+00	1.167770640000000e-03	9.999999999999994e-02	0.000000000000000e+00
1.000000000000000e-06	1.167770640110747e-03	1.000000004694385e-01	-1.745382749244631e-05
4.011092775270712e-06	1.167770641781788e-03	1.000000075527241e-01	-7.000885399983169e-05
1.605546387635356e-05	1.167770668547678e-03	1.000001210091392e-01	-2.802245031697876e-04
6.423294828068495e-05	1.167771096828226e-03	1.000019364050295e-01	-1.120802183973954e-03
6.295194892839460e-02	1.168561199052055e-03	1.032945217033372e-01	-1.002969148651931e-01
1.257242439547032e-01	1.169092925494625e-03	1.054501069438516e-01	-1.527178994019076e-01
1.885825292652908e-01	1.168902187110717e-03	1.046821960631902e-01	-1.992230611245111e-01
2.514263492176436e-01	1.168024239030155e-03	1.010690198431182e-01	-2.701219721830309e-01
3.141705742842116e-01	1.168018111124724e-03	1.010433270971155e-01	-3.868183497918207e-01
3.770441236999623e-01	1.168903465512468e-03	1.046873624836650e-01	-4.579035640384845e-01
4.401065354797620e-01	1.169080568498303e-03	1.054005348501197e-01	-5.029565985945772e-01
5.027621516847198e-01	1.168534633356849e-03	1.031855929209602e-01	-5.567832716572556e-01
5.655548067172279e-01	1.167771099156836e-03	1.000019462754550e-01	-6.560441391396126e-01
6.284508448297534e-01	1.168527436302380e-03	1.031560617869279e-01	-7.575687792859191e-01
6.911855196339404e-01	1.169083981590294e-03	1.054142294568519e-01	-8.110020538243957e-01
7.540573637787985e-01	1.168926233606489e-03	1.047793308970460e-01	-8.572048323048943e-01
8.169201283237633e-01	1.168059503721300e-03	1.012167437174668e-01	-9.260765136581739e-01
8.796923181254592e-01	1.167991846490828e-03	1.009331290337229e-01	-1.042949064968141e+00
9.425378895283110e-01	1.168881393562825e-03	1.045981254271534e-01	-1.115751626052093e+00
1.005580900367511e+00	1.169089346313030e-03	1.054357509822524e-01	-1.161144770428610e+00
1.068310865930636e+00	1.168554414264230e-03	1.032667130605039e-01	-1.214012266755817e+00
1.131096648995144e+00	1.167772863136632e-03	1.000094230720914e-01	-1.311864692615446e+00
1.193958450791248e+00	1.168495431389291e-03	1.030246314955548e-01	-1.414772514357531e+00
1.256936773929556e+00	1.169091572459829e-03	1.054446802127272e-01	-1.467237040714389e+00
1.319487813826522e+00	1.168955370414586e-03	1.048969019693072e-01	-1.515484396220343e+00
1.382449059025155e+00	1.168085599776879e-03	1.013259157685667e-01	-1.582442116998521e+00
1.445190617076857e+00	1.167960616364856e-03	1.008019340939556e-01	-1.698736445542026e+00
1.508002373534604e+00	1.168852565125554e-03	1.044814519733734e-01	-1.773718113891049e+00
1.570928801102932e+00	1.169102080698436e-03	1.054868188289476e-01	-1.820244004697066e+00
1.633714220356401e+00	1.168613192762627e-03	1.035073683481342e-01	-1.871502005935736e+00
1.696571605559070e+00	1.167779660289620e-03	1.000382280170558e-01	-1.966538653530773e+00
1.759402972827203e+00	1.168444151115130e-03	1.028136803461964e-01	-2.071871455404097e+00
1.822366904626064e+00	1.169080347551579e-03	1.053996482648158e-01	-2.125738228574447e+00
1.885234440485340e+00	1.168935985884053e-03	1.048186980286253e-01	-2.171896046275320e+00
1.947914460373975e+00	1.168131169705781e-03	1.015162629929721e-01	-2.238380071662085e+00
2.010696543437796e+00	1.167932894001580e-03	1.006853258333400e-01	-2.354518974717964e+00
2.073720029848719e+00	1.168871114864391e-03	1.045565414292961e-01	-2.430383053917468e+00
2.136389149178863e+00	1.169107313814501e-03	1.055077973529469e-01	-2.478551814433566e+00
2.199238984643894e+00	1.168638003974389e-03	1.036087772258655e-01	-2.528870221609706e+00
2.262127728991987e+00	1.167784050028039e-03	1.000568262459340e-01	-2.622627566151129e+00
