0.000000e+00	1.000000e+00	0.000000e+00
1.000000e-04	9.999000e-01	0.000000e+00
5.000000e-04	9.995001e-01	0.000000e+00
2.100000e-03	9.979022e-01	0.000000e+00
8.500000e-03	9.915360e-01	0.000000e+00
3.410000e-02	9.664749e-01	0.000000e+00
1.365000e-01	8.724063e-01	0.000000e+00
3.102051e-01	7.332965e-01	0.000000e+00
4.830580e-01	6.168940e-01	0.000000e+00
6.559158e-01	5.189666e-01	0.000000e+00
8.287935e-01	4.365757e-01	0.000000e+00
1.001667e+00	3.672667e-01	0.000000e+00
1.174537e+00	3.089619e-01	0.000000e+00
1.347402e+00	2.599147e-01	0.000000e+00
1.520249e+00	2.186575e-01	0.000000e+00
1.693118e+00	1.839452e-01	0.000000e+00
1.865984e+00	1.547439e-01	0.000000e+00
2.038845e+00	1.301790e-01	0.000000e+00
2.211721e+00	1.095120e-01	0.000000e+00
2.384592e+00	9.212659e-02	0.000000e+00
2.557460e+00	7.750135e-02	0.000000e+00
2.730323e+00	6.519824e-02	0.000000e+00
2.903190e+00	5.484796e-02	0.000000e+00
3.076052e+00	4.614107e-02	0.000000e+00
3.248905e+00	3.881669e-02	0.000000e+00
3.421777e+00	3.265435e-02	0.000000e+00
3.594655e+00	2.747017e-02	0.000000e+00
3.767520e+00	2.310931e-02	0.000000e+00
3.940391e+00	1.944061e-02	0.000000e+00
4.113260e+00	1.635437e-02	0.000000e+00
4.286135e+00	1.375799e-02	0.000000e+00
4.459003e+00	1.157390e-02	0.000000e+00
4.631870e+00	9.736534e-03	0.000000e+00
4.804743e+00	8.190810e-03	0.000000e+00
4.977610e+00	6.890508e-03	0.000000e+00
5.150470e+00	5.796678e-03	0.000000e+00
5.323335e+00	4.876465e-03	0.000000e+00
5.496201e+00	4.102325e-03	0.000000e+00
5.669064e+00	3.451093e-03	0.000000e+00
5.841938e+00	2.903210e-03	0.000000e+00
6.014803e+00	2.442328e-03	0.000000e+00
6.187663e+00	2.054622e-03	0.000000e+00
6.360540e+00	1.728432e-03	0.000000e+00
6.533397e+00	1.454059e-03	0.000000e+00
6.706264e+00	1.223225e-03	0.000000e+00
6.879129e+00	1.029040e-03	0.000000e+00
7.051992e+00	8.656826e-04	0.000000e+00
7.224846e+00	7.282647e-04	0.000000e+00
7.397710e+00	6.126539e-04	0.000000e+00
7.570572e+00	5.153977e-04	0.000000e+00
7.743448e+00	4.335741e-04	0.000000e+00
7.916319e+00	3.647424e-04	0.000000e+00
8.089190e+00	3.068383e-04	0.000000e+00
8.262062e+00	2.581263e-04	0.000000e+00
8.434927e+00	2.171490e-04	0.000000e+00
8.607801e+00	1.826751e-04	0.000000e+00
8.780677e+00	1.536741e-04	0.000000e+00
8.953548e+00	1.292777e-04	0.000000e+00
9.126403e+00	1.087560e-04	0.000000e+00
9.299266e+00	9.149139e-05	0.000000e+00
9.472124e+00	7.696774e-05	0.000000e+00
9.644988e+00	6.474926e-05	0.000000e+00
9.817866e+00	5.446971e-05	0.000000e+00
9.990726e+00	4.582293e-05	0.000000e+00
1.016359e+01	3.854851e-05	0.000000e+00
1.033646e+01	3.242899e-05	0.000000e+00
1.050932e+01	2.728104e-05	0.000000e+00
1.068219e+01	2.294997e-05	0.000000e+00
1.085506e+01	1.930662e-05	0.000000e+00
1.102793e+01	1.624162e-05	0.000000e+00
1.120081e+01	1.366313e-05	0.000000e+00
1.137368e+01	1.149403e-05	0.000000e+00
1.154655e+01	9.669367e-06	0.000000e+00
1.171942e+01	8.134309e-06	0.000000e+00
1.189228e+01	6.843014e-06	0.000000e+00
1.206515e+01	5.756695e-06	0.000000e+00
1.223802e+01	4.842811e-06	0.000000e+00
1.241088e+01	4.074014e-06	0.000000e+00
1.258375e+01	3.427271e-06	0.000000e+00
1.275661e+01	2.883189e-06	0.000000e+00
1.292948e+01	2.425489e-06	0.000000e+00
1.310234e+01	2.040453e-06	0.000000e+00
1.327519e+01	1.716550e-06	0.000000e+00
1.344807e+01	1.444034e-06	0.000000e+00
1.362094e+01	1.214784e-06	0.000000e+00
1.379382e+01	1.021927e-06	0.000000e+00
1.396670e+01	8.596846e-07	0.000000e+00
1.413956e+01	7.232176e-07	0.000000e+00
1.431242e+01	6.084095e-07	0.000000e+00
1.448529e+01	5.118232e-07	0.000000e+00
1.465814e+01	4.305768e-07	0.000000e+00
1.483101e+01	3.622208e-07	0.000000e+00
1.500388e+01	3.047182e-07	0.000000e+00
1.517675e+01	2.563427e-07	0.000000e+00
1.534960e+01	2.156511e-07	0.000000e+00
1.552248e+01	1.814147e-07	0.000000e+00
1.569535e+01	1.526153e-07	0.000000e+00
1.586821e+01	1.283872e-07	0.000000e+00
1.604110e+01	1.080039e-07	0.000000e+00
1.621395e+01	9.085944e-08	0.000000e+00
1.638682e+01	7.643545e-08	0.000000e+00
1.655968e+01	6.430172e-08	0.000000e+00
1.673255e+01	5.409384e-08	0.000000e+00
1.690542e+01	4.550597e-08	0.000000e+00
1.707828e+01	3.828207e-08	0.000000e+00
1.725115e+01	3.220488e-08	0.000000e+00
1.742401e+01	2.709236e-08	0.000000e+00
1.759687e+01	2.279173e-08	0.000000e+00
1.776974e+01	1.917350e-08	0.000000e+00
1.794261e+01	1.612964e-08	0.000000e+00
1.811547e+01	1.356912e-08	0.000000e+00
1.828832e+01	1.141516e-08	0.000000e+00
1.846119e+01	9.603040e-09	0.000000e+00
1.863405e+01	8.078575e-09	0.000000e+00
1.880691e+01	6.796135e-09	0.000000e+00
1.897978e+01	5.717230e-09	0.000000e+00
1.915264e+01	4.809638e-09	0.000000e+00
1.932550e+01	4.046134e-09	0.000000e+00
1.949837e+01	3.403816e-09	0.000000e+00
1.967123e+01	2.863466e-09	0.000000e+00
1.984410e+01	2.408890e-09	0.000000e+00
2.001696e+01	2.026493e-09	0.000000e+00
2.018982e+01	1.704795e-09	0.000000e+00
2.036270e+01	1.434140e-09	0.000000e+00
2.053557e+01	1.206470e-09	0.000000e+00
2.070844e+01	1.014938e-09	0.000000e+00
2.088130e+01	8.538216e-10	0.000000e+00
2.105416e+01	7.182816e-10	0.000000e+00
2.122702e+01	6.042583e-10	0.000000e+00
2.139988e+01	5.083336e-10	0.000000e+00
2.157276e+01	4.276326e-10	0.000000e+00
2.174563e+01	3.597441e-10	0.000000e+00
2.191849e+01	3.026355e-10	0.000000e+00
2.209136e+01	2.545916e-10	0.000000e+00
2.226423e+01	2.141753e-10	0.000000e+00
2.243709e+01	1.801756e-10	0.000000e+00
2.260995e+01	1.515734e-10	0.000000e+00
2.278282e+01	1.275108e-10	0.000000e+00
2.295570e+01	1.072671e-10	0.000000e+00
2.312856e+01	9.023897e-11	0.000000e+00
2.330143e+01	7.591317e-11	0.000000e+00
2.347429e+01	6.386247e-11	0.000000e+00
2.364716e+01	5.372418e-11	0.000000e+00
2.382002e+01	4.519559e-11	0.000000e+00
2.399288e+01	3.802108e-11	0.000000e+00
2.416576e+01	3.198498e-11	0.000000e+00
2.433861e+01	2.690756e-11	0.000000e+00
2.451148e+01	2.263609e-11	0.000000e+00
2.468434e+01	1.904266e-11	0.000000e+00
2.485720e+01	1.601969e-11	0.000000e+00
2.503007e+01	1.347662e-11	0.000000e+00
2.520294e+01	1.133709e-11	0.000000e+00
2.537581e+01	9.537313e-12	0.000000e+00
2.554867e+01	8.023293e-12	0.000000e+00
2.572155e+01	6.749547e-12	0.000000e+00
2.589442e+01	5.678018e-12	0.000000e+00
2.606729e+01	4.776642e-12	0.000000e+00
2.624015e+01	4.018353e-12	0.000000e+00
2.641301e+01	3.380470e-12	0.000000e+00
2.658587e+01	2.843842e-12	0.000000e+00
2.675874e+01	2.392380e-12	0.000000e+00
2.693161e+01	2.012595e-12	0.000000e+00
2.710448e+01	1.693090e-12	0.000000e+00
2.727735e+01	1.424312e-12	0.000000e+00
2.745022e+01	1.198201e-12	0.000000e+00
2.762309e+01	1.007982e-12	0.000000e+00
2.779597e+01	8.479622e-13	0.000000e+00
2.796884e+01	7.133479e-13	0.000000e+00
2.814170e+01	6.001110e-13	0.000000e+00
2.831457e+01	5.048455e-13	0.000000e+00
2.848743e+01	4.247071e-13	0.000000e+00
2.866030e+01	3.572885e-13	0.000000e+00
2.883315e+01	3.005755e-13	0.000000e+00
2.900603e+01	2.528589e-13	0.000000e+00
2.917890e+01	2.127210e-13	0.000000e+00
2.935177e+01	1.789550e-13	0.000000e+00
2.952464e+01	1.505488e-13	0.000000e+00
2.969751e+01	1.266522e-13	0.000000e+00
2.987039e+01	1.065490e-13	0.000000e+00
3.004326e+01	8.963762e-14	0.000000e+00
3.021613e+01	7.541099e-14	0.000000e+00
3.038898e+01	6.344354e-14	0.000000e+00
3.056184e+01	5.337594e-14	0.000000e+00
3.073471e+01	4.490591e-14	0.000000e+00
3.090758e+01	3.778070e-14	0.000000e+00
3.108044e+01	3.178676e-14	0.000000e+00
3.125330e+01	2.674454e-14	0.000000e+00
3.142615e+01	2.250269e-14	0.000000e+00
3.159902e+01	1.893406e-14	0.000000e+00
